px_x,px_y,alt,az
700.0,1000.0,-117.9243129485734,
800.0,0.0,142.5653627333365,
800.0,100.0,116.68654719237426,
800.0,200.0,90.80773165141201,
800.0,300.0,64.92891611044975,
800.0,400.0,39.0501005694875,
800.0,500.0,13.171285028525247,
800.0,600.0,-12.707530512437046,
800.0,700.0,-38.586346053399296,
800.0,800.0,-64.46516159436155,
800.0,900.0,-90.3439771353238,
800.0,1000.0,-116.22279267628605,
900.0,0.0,144.26688300562387,
900.0,100.0,118.38806746466162,
900.0,200.0,92.50925192369937,
900.0,300.0,66.6304363827371,
900.0,400.0,40.75162084177485,
900.0,500.0,14.872805300812601,
900.0,600.0,-11.006010240149692,
900.0,700.0,-36.88482578111194,
900.0,800.0,-62.76364132207419,
900.0,900.0,-88.64245686303644,
900.0,1000.0,-114.5212724039987,
1000.0,0.0,145.96840327791125,
1000.0,100.0,120.08958773694897,
1000.0,200.0,94.21077219598672,
1000.0,300.0,68.33195665502446,
1000.0,400.0,42.453141114062205,
1000.0,500.0,16.574325573099955,
1000.0,600.0,-9.304489967862338,
1000.0,700.0,-35.18330550882459,
1000.0,800.0,-61.06212104978684,
1000.0,900.0,-86.94093659074909,
1000.0,1000.0,-112.81975213171134,
1100.0,0.0,147.66992355019858,
1100.0,100.0,121.79110800923632,
1100.0,200.0,95.91229246827407,
1100.0,300.0,70.03347692731181,
1100.0,400.0,44.15466138634956,
1100.0,500.0,18.27584584538731,
1100.0,600.0,-7.602969695574956,
1100.0,700.0,-33.481785236537206,
1100.0,800.0,-59.36060077749946,
1100.0,900.0,-85.2394163184617,
1100.0,1000.0,-111.11823185942396,
1200.0,0.0,149.37144382248596,
1200.0,100.0,123.4926282815237,
1200.0,200.0,97.61381274056143,
1200.0,300.0,71.73499719959916,
1200.0,400.0,45.85618165863691,
1200.0,500.0,19.977366117674663,
1200.0,600.0,-5.901449423287602,
1200.0,700.0,-31.780264964249852,
1200.0,800.0,-57.6590805052121,
1200.0,900.0,-83.53789604617435,
1200.0,1000.0,-109.4167115871366,
1300.0,0.0,151.0729640947733,
1300.0,100.0,125.19414855381105,
1300.0,200.0,99.31533301284878,
1300.0,300.0,73.43651747188652,
1300.0,400.0,47.55770193092427,
1300.0,500.0,21.678886389962017,
1300.0,600.0,-4.199929151000248,
1300.0,700.0,-30.0787446919625,
1300.0,800.0,-55.95756023292475,
1300.0,900.0,-81.836375773887,
1300.0,1000.0,-107.71519131484925,
1400.0,0.0,152.77448436706067,
1400.0,100.0,126.8956688260984,
1400.0,200.0,101.01685328513614,
1400.0,300.0,75.13803774417387,
1400.0,400.0,49.25922220321162,
1400.0,500.0,23.38040666224937,
1400.0,600.0,-2.498408878712894,
1400.0,700.0,-28.377224419675144,
1400.0,800.0,-54.256039960637395,
1400.0,900.0,-80.13485550159965,
1400.0,1000.0,-106.0136710425619,
1500.0,0.0,154.47600463934802,
1500.0,100.0,128.59718909838574,
1500.0,200.0,102.71837355742349,
1500.0,300.0,76.83955801646124,
1500.0,400.0,50.96074247549899,
1500.0,500.0,25.08192693453674,
1500.0,600.0,-0.79688860642554,
1500.0,700.0,-26.67570414738779,
1500.0,800.0,-52.55451968835004,
1500.0,900.0,-78.43333522931229,
1500.0,1000.0,-104.31215077027454,
1600.0,0.0,156.17752491163537,
1600.0,100.0,130.29870937067312,
1600.0,200.0,104.41989382971084,
1600.0,300.0,78.5410782887486,
1600.0,400.0,52.66226274778634,
1600.0,500.0,26.783447206824093,
1600.0,600.0,0.9046316658618139,
1600.0,700.0,-24.974183875100437,
1600.0,800.0,-50.85299941606269,
1600.0,900.0,-76.73181495702494,
1600.0,1000.0,-102.61063049798719,
1700.0,0.0,157.87904518392273,
1700.0,100.0,132.00022964296048,
1700.0,200.0,106.12141410199821,
1700.0,300.0,80.24259856103595,
1700.0,400.0,54.3637830200737,
1700.0,500.0,28.484967479111447,
1700.0,600.0,2.606151938149168,
1700.0,700.0,-23.272663602813083,
1700.0,800.0,-49.15147914377533,
1700.0,900.0,-75.03029468473758,
1700.0,1000.0,-100.90911022569983,
1800.0,0.0,159.58056545621008,
1800.0,100.0,133.70174991524783,
1800.0,200.0,107.82293437428557,
1800.0,300.0,81.9441188333233,
1800.0,400.0,56.06530329236105,
1800.0,500.0,30.1864877513988,
1800.0,600.0,4.307672210436522,
1800.0,700.0,-21.57114333052573,
1800.0,800.0,-47.44995887148798,
1800.0,900.0,-73.32877441245023,
1800.0,1000.0,-99.20758995341248,
1900.0,0.0,161.28208572849744,
1900.0,100.0,135.40327018753518,
1900.0,200.0,109.52445464657292,
1900.0,300.0,83.64563910561066,
1900.0,400.0,57.766823564648405,
1900.0,500.0,31.888008023686155,
1900.0,600.0,6.009192482723876,
1900.0,700.0,-19.869623058238375,
1900.0,800.0,-45.748438599200625,
1900.0,900.0,-71.62725414016288,
1900.0,1000.0,-97.50606968112513,
